author_keywords,citation_count,eid,length_of_abstract,publication_year,refcount,sub_type,subject_areas
"dietary fiber,fermentable fiber,metabolic syndrome,Resistant maltodextrin,SCFA",13,2-s2.0-85065878741,188,2019,46,re,MEDI
"dietary fiber,fermentable fiber,metabolic syndrome,Resistant maltodextrin,SCFA",13,2-s2.0-85065878741,188,2019,46,re,NURS
"first trimester,intrauterine growth restriction,placental volume,predictive value,Preeclampsia",9,2-s2.0-85059056868,309,2019,31,ar,MEDI
"2-arylbenzofuran,Artocarpus gomezianus,Moraceae,α-glucosidase",3,2-s2.0-85039150609,87,2019,16,ar,CHEM
"2-arylbenzofuran,Artocarpus gomezianus,Moraceae,α-glucosidase",3,2-s2.0-85039150609,87,2019,16,ar,BIOC
"2-arylbenzofuran,Artocarpus gomezianus,Moraceae,α-glucosidase",3,2-s2.0-85039150609,87,2019,16,ar,AGRI
"Blood disorder,iron deficiency,nutrition,thalassemia,women’s health",7,2-s2.0-85021627517,308,2019,24,ar,SOCI
"Blood disorder,iron deficiency,nutrition,thalassemia,women’s health",7,2-s2.0-85021627517,308,2019,24,ar,ARTS
"Blood disorder,iron deficiency,nutrition,thalassemia,women’s health",7,2-s2.0-85021627517,308,2019,24,ar,MEDI
"Adipocytes,Adipogenesis,Clitoria ternatea extract,Inhibition,Lipolysis",28,2-s2.0-85065985463,197,2019,52,ar,CHEM
"Adipocytes,Adipogenesis,Clitoria ternatea extract,Inhibition,Lipolysis",28,2-s2.0-85065985463,197,2019,52,ar,BIOC
"Adipocytes,Adipogenesis,Clitoria ternatea extract,Inhibition,Lipolysis",28,2-s2.0-85065985463,197,2019,52,ar,PHAR
"Electrochemistry,Janus,Microfluidic paper-based analytical device,Paper-based analytical device",39,2-s2.0-85061010158,253,2019,56,ar,CHEM
"Electrochemistry,Janus,Microfluidic paper-based analytical device,Paper-based analytical device",39,2-s2.0-85061010158,253,2019,56,ar,BIOC
"Electrochemistry,Janus,Microfluidic paper-based analytical device,Paper-based analytical device",39,2-s2.0-85061010158,253,2019,56,ar,ENVI
"Financial Losses,Monte-Carlo Methode,Power Quality,Power System Faults,Voltage Sag",2,2-s2.0-85067038112,118,2019,12,cp,COMP
"Financial Losses,Monte-Carlo Methode,Power Quality,Power System Faults,Voltage Sag",2,2-s2.0-85067038112,118,2019,12,cp,ENER
"Financial Losses,Monte-Carlo Methode,Power Quality,Power System Faults,Voltage Sag",2,2-s2.0-85067038112,118,2019,12,cp,ENGI
"building energy management system,decision tree,energy consumption,K-means clustering",2,2-s2.0-85066992121,114,2019,12,cp,COMP
"building energy management system,decision tree,energy consumption,K-means clustering",2,2-s2.0-85066992121,114,2019,12,cp,ENER
"building energy management system,decision tree,energy consumption,K-means clustering",2,2-s2.0-85066992121,114,2019,12,cp,ENGI
"Bed expansion,Circulating turbulent fluidized bed regime (CTFB),Flow regime diagram,Gas – solid fluidization,Multi-phase flow,Regime mapping",5,2-s2.0-85063763059,292,2019,27,ar,CENG
"Biogas tri-reforming,CO2 recirculation ratio,CO2 removal,CO2 utilization,DME synthesis,H2O removal",19,2-s2.0-85063349057,195,2019,26,ar,ENGI
"Biogas tri-reforming,CO2 recirculation ratio,CO2 removal,CO2 utilization,DME synthesis,H2O removal",19,2-s2.0-85063349057,195,2019,26,ar,ENVI
"A1. Type-II quantum nanostructures,A3. Self-assembled nanostructures,B2. InSb/InAs,B3. Mid-IR",3,2-s2.0-85062228511,114,2019,24,ar,PHYS
"A1. Type-II quantum nanostructures,A3. Self-assembled nanostructures,B2. InSb/InAs,B3. Mid-IR",3,2-s2.0-85062228511,114,2019,24,ar,CHEM
"A1. Type-II quantum nanostructures,A3. Self-assembled nanostructures,B2. InSb/InAs,B3. Mid-IR",3,2-s2.0-85062228511,114,2019,24,ar,MATE
"Azobenzene,Chromium(III) ion,Diaza-18-crown-6,Naked-eye sensor,Tautomerization",10,2-s2.0-85062046983,175,2019,27,ar,CHEM
"Azobenzene,Chromium(III) ion,Diaza-18-crown-6,Naked-eye sensor,Tautomerization",10,2-s2.0-85062046983,175,2019,27,ar,PHYS
"Fabrics/textiles,Fibre/matrix bond,Finite element analysis (FEA),Layered structures",23,2-s2.0-85061741555,100,2019,24,ar,MATE
"Fabrics/textiles,Fibre/matrix bond,Finite element analysis (FEA),Layered structures",23,2-s2.0-85061741555,100,2019,24,ar,ENGI
"ADK,FBXL4,Intellectual disability,UNC 80",8,2-s2.0-85061692754,147,2019,17,ar,BIOC
"component,customer satisfaction (CS),hotel service quality,improvement performance analysis (IPA),quality measurements,SERVQUAL",5,2-s2.0-85066637618,143,2019,14,cp,ENGI
"component,customer satisfaction (CS),hotel service quality,improvement performance analysis (IPA),quality measurements,SERVQUAL",5,2-s2.0-85066637618,143,2019,14,cp,DECI
"AHP method,component,design of experiment (DOE),multi-criteria decision making,process enhancement",2,2-s2.0-85066635415,184,2019,6,cp,ENGI
"AHP method,component,design of experiment (DOE),multi-criteria decision making,process enhancement",2,2-s2.0-85066635415,184,2019,6,cp,DECI
"(R,Q) policy,ABC analysis,demand forecasting technique,inventory management",1,2-s2.0-85066627813,196,2019,8,cp,ENGI
"(R,Q) policy,ABC analysis,demand forecasting technique,inventory management",1,2-s2.0-85066627813,196,2019,8,cp,DECI
"automatic inspection system,automobile pointer inspection,image processing,industrial 4.0,machine vision",1,2-s2.0-85066625830,172,2019,7,cp,ENGI
"automatic inspection system,automobile pointer inspection,image processing,industrial 4.0,machine vision",1,2-s2.0-85066625830,172,2019,7,cp,DECI
"ABC classification,re-designed layout,warehouse,warehouse management",3,2-s2.0-85066606924,199,2019,5,cp,ENGI
"ABC classification,re-designed layout,warehouse,warehouse management",3,2-s2.0-85066606924,199,2019,5,cp,DECI
"5D innovation development process,adoption,customer satisfaction,motor insurance,Quality Function Deployment (QFD),Technology Acceptance Model (TAM),telematics",3,2-s2.0-85066604503,252,2019,20,cp,ENGI
"5D innovation development process,adoption,customer satisfaction,motor insurance,Quality Function Deployment (QFD),Technology Acceptance Model (TAM),telematics",3,2-s2.0-85066604503,252,2019,20,cp,DECI
"Chemical Engineering,Demonstrations,Hands-On Learning/Manipulatives,Industrial Chemistry,Kinetics,Mechanisms of Reactions,Organic Chemistry,Transport Properties,Upper-Division Undergraduate",8,2-s2.0-85065706713,192,2019,30,ar,CHEM
"Chemical Engineering,Demonstrations,Hands-On Learning/Manipulatives,Industrial Chemistry,Kinetics,Mechanisms of Reactions,Organic Chemistry,Transport Properties,Upper-Division Undergraduate",8,2-s2.0-85065706713,192,2019,30,ar,SOCI
"CMS,Muons,Physics,Zprime",73,2-s2.0-85064326204,238,2019,65,ar,PHYS
"Combination,Differential cross sections,Higgs boson coupling modifiers",64,2-s2.0-85064311597,169,2019,57,ar,PHYS
"CMS,MET,Physics,Tau",39,2-s2.0-85063392269,144,2019,62,ar,PHYS
"Carbazole derivatives,Colorimetric sensor,Deprotonation,Fluoride detection,Optimization of solvent polarity",11,2-s2.0-85061835145,140,2019,67,ar,CHEM
"Carbazole derivatives,Colorimetric sensor,Deprotonation,Fluoride detection,Optimization of solvent polarity",11,2-s2.0-85061835145,140,2019,67,ar,PHYS
"Acid recovery,Composite membranes,Ion transportation,Plant waste",15,2-s2.0-85061158898,205,2019,59,ar,ENVI
"deforestation,highland,Incentive scheme,maize farming,Thailand",7,2-s2.0-85067897990,199,2019,33,ar,AGRI
"deforestation,highland,Incentive scheme,maize farming,Thailand",7,2-s2.0-85067897990,199,2019,33,ar,ECON
"Crohn's disease,natural history,perianal fistula,rectovaginal fistula",62,2-s2.0-85058144806,243,2019,38,ar,MEDI
"Bernese,GNSS,Ionosphere model",4,2-s2.0-85041221394,158,2019,17,ar,ENGI
"Bernese,GNSS,Ionosphere model",4,2-s2.0-85041221394,158,2019,17,ar,EART
"cross-national comparison,Learning-centered leadership,teacher agency,teacher professional learning,teacher trust",56,2-s2.0-85037745412,159,2019,58,ar,SOCI
"Board of directors,firm’s performance,governance mechanism,state enterprise",0,2-s2.0-85026756142,210,2019,43,ar,SOCI
"hexagonal boron nitride,phase-change materials,polaritons",35,2-s2.0-85063357597,168,2019,59,ar,MATE
"hexagonal boron nitride,phase-change materials,polaritons",35,2-s2.0-85063357597,168,2019,59,ar,ENGI
"College graduate,CSR typology,Recruiting,Work values",7,2-s2.0-85058119143,359,2019,41,ar,BUSI
"College graduate,CSR typology,Recruiting,Work values",7,2-s2.0-85058119143,359,2019,41,ar,SOCI
"60F05,Combinatorial central limit theorem,Exchangeable pair,Rosenthal inequality,Stein's method",0,2-s2.0-85045466654,65,2019,27,ar,MATH
"health education,hypertension,information technology integrated health education program,randomized controlled trial",0,2-s2.0-85165201619,302,2019,21,ar,SOCI
"health education,hypertension,information technology integrated health education program,randomized controlled trial",0,2-s2.0-85165201619,302,2019,21,ar,MEDI
"Blind percutaneous renal biopsy,efficacy of renal biopsy,native renal biopsy,real-time ultrasound-guided percutaneous renal biopsy,transplant renal biopsy",6,2-s2.0-85147473439,280,2019,17,ar,MEDI
"Patriarchy ideology,Representation,Single women,Thai romantic comedy films",2,2-s2.0-85087089727,147,2019,33,cp,ARTS
"Patriarchy ideology,Representation,Single women,Thai romantic comedy films",2,2-s2.0-85087089727,147,2019,33,cp,SOCI
"BEMS,BESS,IEEE1888 open protocol,implementation,Peak-load shaving",3,2-s2.0-85074944993,132,2019,9,cp,COMP
"BEMS,BESS,IEEE1888 open protocol,implementation,Peak-load shaving",3,2-s2.0-85074944993,132,2019,9,cp,ENER
"BEMS,BESS,IEEE1888 open protocol,implementation,Peak-load shaving",3,2-s2.0-85074944993,132,2019,9,cp,ENGI
"BEMS,BESS,IEEE1888 open protocol,implementation,Peak-load shaving",3,2-s2.0-85074944993,132,2019,9,cp,MATH
"AC microgrid,Battery Energy Storage System (BESS),inverter control methodology,resynchronization,seamless transfer,virtual synchronous generator",1,2-s2.0-85074916023,147,2019,9,cp,COMP
"AC microgrid,Battery Energy Storage System (BESS),inverter control methodology,resynchronization,seamless transfer,virtual synchronous generator",1,2-s2.0-85074916023,147,2019,9,cp,ENER
"AC microgrid,Battery Energy Storage System (BESS),inverter control methodology,resynchronization,seamless transfer,virtual synchronous generator",1,2-s2.0-85074916023,147,2019,9,cp,ENGI
"AC microgrid,Battery Energy Storage System (BESS),inverter control methodology,resynchronization,seamless transfer,virtual synchronous generator",1,2-s2.0-85074916023,147,2019,9,cp,MATH
"Accident prevention,Communication networks,Communication system control,Lighting,Lighting control",3,2-s2.0-85074912650,135,2019,14,cp,COMP
"Accident prevention,Communication networks,Communication system control,Lighting,Lighting control",3,2-s2.0-85074912650,135,2019,14,cp,ENER
"Accident prevention,Communication networks,Communication system control,Lighting,Lighting control",3,2-s2.0-85074912650,135,2019,14,cp,ENGI
"Accident prevention,Communication networks,Communication system control,Lighting,Lighting control",3,2-s2.0-85074912650,135,2019,14,cp,MATH
"Japan,Segmentation,Thailand,Tourism",1,2-s2.0-85073772327,237,2019,26,ar,ENGI
"Japan,Segmentation,Thailand,Tourism",1,2-s2.0-85073772327,237,2019,26,ar,BUSI
"Blood cell morphology,Estuarine fishes,Estuary pranburi river,Thailand",6,2-s2.0-85073737515,151,2019,28,ar,PHAR
"Blood cell morphology,Estuarine fishes,Estuary pranburi river,Thailand",6,2-s2.0-85073737515,151,2019,28,ar,ENVI
"Box- behnken design,Cation exchange capacity,Coal fly ash,Response surface methodology,Zeolite",0,2-s2.0-85073730544,192,2019,45,ar,PHAR
"Box- behnken design,Cation exchange capacity,Coal fly ash,Response surface methodology,Zeolite",0,2-s2.0-85073730544,192,2019,45,ar,ENVI
"Decolorization,Dye wastewater treatment,Fenton process,Reactive black 5",6,2-s2.0-85073712514,184,2019,24,ar,PHAR
"Decolorization,Dye wastewater treatment,Fenton process,Reactive black 5",6,2-s2.0-85073712514,184,2019,24,ar,ENVI
"AlSb,Heterostructure,InSb,Molecular Beam Epitaxy",0,2-s2.0-85072974417,51,2019,1,cp,ENGI
"AlSb,Heterostructure,InSb,Molecular Beam Epitaxy",0,2-s2.0-85072974417,51,2019,1,cp,MATE
"AlSb,Heterostructure,InSb,Molecular Beam Epitaxy",0,2-s2.0-85072974417,51,2019,1,cp,PHYS
"Neurobic exercise, cognitive function, serum brain-derived neurotrophic factor, normal to mild cognitive impairment, older people",1,2-s2.0-85071334827,162,2019,49,ar,MULT
"Germ cells,Hemiramphidae,Histology,Reproductive system",0,2-s2.0-85071330642,209,2019,29,ar,MULT
"Cardiac patients,Depression,Instrument,Thai",3,2-s2.0-85071296153,125,2019,19,ar,MULT
"Amylose,Carbon nanotube,Molecular dynamics simulation,Nanocomposite materials,Polypropylenes",0,2-s2.0-85071170384,141,2019,30,ar,CHEM
"Amylose,Carbon nanotube,Molecular dynamics simulation,Nanocomposite materials,Polypropylenes",0,2-s2.0-85071170384,141,2019,30,ar,MATH
"Amylose,Carbon nanotube,Molecular dynamics simulation,Nanocomposite materials,Polypropylenes",0,2-s2.0-85071170384,141,2019,30,ar,MATE
"Amylose,Carbon nanotube,Molecular dynamics simulation,Nanocomposite materials,Polypropylenes",0,2-s2.0-85071170384,141,2019,30,ar,BIOC
"Amylose,Carbon nanotube,Molecular dynamics simulation,Nanocomposite materials,Polypropylenes",0,2-s2.0-85071170384,141,2019,30,ar,PHYS
"Cassava leaf,Cassava leaf harvest,Cassava leaf supply chain,Sustainable agriculture",0,2-s2.0-85070735961,250,2019,10,ar,COMP
"Cassava leaf,Cassava leaf harvest,Cassava leaf supply chain,Sustainable agriculture",0,2-s2.0-85070735961,250,2019,10,ar,ENGI
"Alzheimer’s disease,Amyloid-β aggregation,Clerodendrum inerme",1,2-s2.0-85070330801,183,2019,30,ar,MULT
"BMI,Malaria,Obesity,Plasmodium falciparum,Severity",0,2-s2.0-85068918938,123,2019,14,ar,MEDI
"Arterial stiffness,Endothelial dysfunction,Flow-mediated dilatation,Intima-media thickness",1,2-s2.0-85068804584,248,2019,17,ar,MEDI
"Post-rtPA intracerebral hemorrhage,Predicting,Risk scores,Stroke,Thai patients",0,2-s2.0-85068802771,217,2019,24,ar,MEDI
"Colon cancer,Colonoscopy,Epidemiology,Ethnicity,Polyps",0,2-s2.0-85068765011,282,2019,10,ar,MEDI
"Agricultural Are,Groundwater,Nitrate,Nitrogen Fertilizer",5,2-s2.0-85067914259,199,2019,21,ar,ENGI
"Agricultural Are,Groundwater,Nitrate,Nitrogen Fertilizer",5,2-s2.0-85067914259,199,2019,21,ar,BUSI
"analgesia,anesthesia,block,lumbar plexus,Shamrock technique,ultrasound guided",4,2-s2.0-85067877536,0,2019,13,ar,MEDI
"circumstellar matter,infrared: planetary systems,planets and satellites: dynamical evolution and stability,stars: individual (2MASS J08090250-4858172, 2MASS J07354269-1450422)",22,2-s2.0-85067415901,256,2019,88,ar,PHYS
"circumstellar matter,infrared: planetary systems,planets and satellites: dynamical evolution and stability,stars: individual (2MASS J08090250-4858172, 2MASS J07354269-1450422)",22,2-s2.0-85067415901,256,2019,88,ar,EART
"Hadron-Hadron scattering (experiments),Higgs physics,Tau Physics",17,2-s2.0-85067362960,175,2019,87,ar,PHYS
"Big data,Business performance,Industry 4.0,IoT,Smart factory,SMEs",303,2-s2.0-85067287969,237,2019,120,ar,SOCI
"cyanobacteria,heterologous expression,mycosporine-2-glycine,mycosporine-like amino acids,oxidative stress,Synechococcus elongatus PCC7942",5,2-s2.0-85067216416,189,2019,19,ar,IMMU
"cyanobacteria,heterologous expression,mycosporine-2-glycine,mycosporine-like amino acids,oxidative stress,Synechococcus elongatus PCC7942",5,2-s2.0-85067216416,189,2019,19,ar,BIOC
"Lyle's flying fox,MaxEnt,patch metrics,roosting site selection,species distribution modeling",4,2-s2.0-85067133708,174,2019,31,ar,AGRI
"Lyle's flying fox,MaxEnt,patch metrics,roosting site selection,species distribution modeling",4,2-s2.0-85067133708,174,2019,31,ar,ENVI
"adherence,children,HIV/AIDS,Kenya,South Africa,Thailand",9,2-s2.0-85066808336,376,2019,42,ar,MEDI
"Discrete Symmetries,Field Theories in Lower Dimensions,Lattice Quantum Field Theory",34,2-s2.0-85066485305,93,2019,60,ar,PHYS
"Oleaginous microorganism,Physiology,Yeast-like microalga",8,2-s2.0-85066437950,238,2019,34,ar,AGRI
"Drought,Drought risk,Fuzzy AHP,Land use,Triangular fuzzy numbers",40,2-s2.0-85066305811,199,2019,108,ar,SOCI
"Drought,Drought risk,Fuzzy AHP,Land use,Triangular fuzzy numbers",40,2-s2.0-85066305811,199,2019,108,ar,BIOC
"Drought,Drought risk,Fuzzy AHP,Land use,Triangular fuzzy numbers",40,2-s2.0-85066305811,199,2019,108,ar,AGRI
"Drought,Drought risk,Fuzzy AHP,Land use,Triangular fuzzy numbers",40,2-s2.0-85066305811,199,2019,108,ar,ENVI
"8-hydroxy-2′-deoxyguanosine,Biochemistry,Blood leukocytes,Knee osteoarthritis,LINE-1 methylation,Molecular biology,Oxidative stress",6,2-s2.0-85066081355,255,2019,32,ar,MULT
Hadron-Hadron scattering (experiments),23,2-s2.0-85066067505,228,2019,129,ar,PHYS
"Grave’s disease,hyperthyroidism,lithium carbonate,radioiodine,rapid turnover,treatment outcome",6,2-s2.0-85066060852,416,2019,27,ar,MEDI
"Black Holes,Space-Time Symmetries,String Duality",15,2-s2.0-85065845041,94,2019,32,ar,PHYS
"Aspergillus fumigatus,Cell wall,Chitin,Pathogenesis,Trehalose,Virulence",16,2-s2.0-85065782000,201,2019,85,ar,IMMU
"Aspergillus fumigatus,Cell wall,Chitin,Pathogenesis,Trehalose,Virulence",16,2-s2.0-85065782000,201,2019,85,ar,BIOC
"16S rRNA gene,Actinomycetes,Hot spring soil,Micromonospora",2,2-s2.0-85065781381,185,2019,49,ar,IMMU
"16S rRNA gene,Actinomycetes,Hot spring soil,Micromonospora",2,2-s2.0-85065781381,185,2019,49,ar,AGRI
"AdS-CFT Correspondence,Conformal and W Symmetry,Conformal Field Theory",33,2-s2.0-85065722193,132,2019,56,ar,PHYS
"Forward physics,Hadron-Hadron scattering (experiments),Heavy-ion collision,Jets",11,2-s2.0-85065676094,197,2019,78,ar,PHYS
"Environmental science,Hydrology,Natural Hazard",18,2-s2.0-85065540486,236,2019,99,ar,MULT
"Acid Blue 25,Bengal gram fruit shell,Biosorption,Cetyltrimethylammonium bromide",4,2-s2.0-85065520574,236,2019,29,ar,ENVI
"Acid Blue 25,Bengal gram fruit shell,Biosorption,Cetyltrimethylammonium bromide",4,2-s2.0-85065520574,236,2019,29,ar,ENGI
"Acid Blue 25,Adsorption,Wastewater,Zeolite,Zeolite-CTAB",16,2-s2.0-85065513494,208,2019,39,ar,ENVI
"Acid Blue 25,Adsorption,Wastewater,Zeolite,Zeolite-CTAB",16,2-s2.0-85065513494,208,2019,39,ar,ENGI
"Avicennia alba,eastern Thailand,seasonal soil salinity,seasonal trunk growth,tropical monsoon climate",13,2-s2.0-85065407091,256,2019,54,ar,AGRI
"Fasting plasma glucose,Glycosylated hemoglobin,Type-2 diabetic patients",0,2-s2.0-85065405857,211,2019,20,ar,MEDI
"Comorbidities,Pain parameters,Questionnaires,Regression analysis,TMD pain",7,2-s2.0-85065219635,306,2019,55,ar,DENT
"Comorbidities,Pain parameters,Questionnaires,Regression analysis,TMD pain",7,2-s2.0-85065219635,306,2019,55,ar,MEDI
"elderly,Emergency surgery,risk factors",15,2-s2.0-85065070433,313,2019,26,cp,MEDI
"Anti-fouling,Boron-doped diamond (BDD),Palladium nanoparticles (PdNPs),UHPLC-ECD,β-Agonists",21,2-s2.0-85064175216,304,2019,51,ar,CHEM
"Anti-fouling,Boron-doped diamond (BDD),Palladium nanoparticles (PdNPs),UHPLC-ECD,β-Agonists",21,2-s2.0-85064175216,304,2019,51,ar,CENG
"antimicrobial activity,biological activity,gas chromatography,Globba schomburgkii,plant extracts,terpenoids",4,2-s2.0-85064004251,155,2019,32,ar,CENG
"antimicrobial activity,biological activity,gas chromatography,Globba schomburgkii,plant extracts,terpenoids",4,2-s2.0-85064004251,155,2019,32,ar,BIOC
"antimicrobial activity,biological activity,gas chromatography,Globba schomburgkii,plant extracts,terpenoids",4,2-s2.0-85064004251,155,2019,32,ar,CHEM
"Chronic kidney disease,Growth disorders,Pediatrics,Posterior urethral stricture",4,2-s2.0-85063638575,431,2019,20,ar,MEDI
"Computed tomography,Endoscopic sinus surgery,Histopathology,Nasal polyps,Osteitis,Rhinosinusitis",23,2-s2.0-85063012596,222,2019,60,re,MEDI
"Computed tomography,Endoscopic sinus surgery,Histopathology,Nasal polyps,Osteitis,Rhinosinusitis",23,2-s2.0-85063012596,222,2019,60,re,IMMU
"Caveolin-1,Chrysotobibenzyl,Integrin,Lung cancer,Metastasis",17,2-s2.0-85062955253,328,2019,30,ar,BIOC
"Caveolin-1,Chrysotobibenzyl,Integrin,Lung cancer,Metastasis",17,2-s2.0-85062955253,328,2019,30,ar,PHAR
"Caveolin-1,Chrysotobibenzyl,Integrin,Lung cancer,Metastasis",17,2-s2.0-85062955253,328,2019,30,ar,MEDI
"ECP,endocyclophotocoagulation,endoscopic cyclophotocoagulation",11,2-s2.0-85062870336,275,2019,24,ar,MEDI
"compressive force,periodontal ligament,POSTN,stem cells",17,2-s2.0-85062779269,248,2019,42,ar,BIOC
"computed tomography-guided biopsy,lung biopsy,older adult",7,2-s2.0-85062673325,189,2019,32,ar,MEDI
"exome sequencing,female-restricted X-linked syndromic,intellectual disability,intellectual disability,multiple anomalies,USP9X",10,2-s2.0-85062527043,143,2019,5,ar,BIOC
"exome sequencing,female-restricted X-linked syndromic,intellectual disability,intellectual disability,multiple anomalies,USP9X",10,2-s2.0-85062527043,143,2019,5,ar,MEDI
"gene expression,Jagged1,microarray,periodontal ligament",3,2-s2.0-85062490321,248,2019,32,ar,MEDI
"gene expression,Jagged1,microarray,periodontal ligament",3,2-s2.0-85062490321,248,2019,32,ar,DENT
"Choline,Folic acid,Laying hens,Phosphatidylcholine,Phosphatidylethanolamine,Vitamin B12",6,2-s2.0-85062441067,343,2019,67,ar,AGRI
"Choline,Folic acid,Laying hens,Phosphatidylcholine,Phosphatidylethanolamine,Vitamin B12",6,2-s2.0-85062441067,343,2019,67,ar,VETE
"COSMIN,radiotherapy-induced trismus,reliability,responsiveness,validity",2,2-s2.0-85062372596,254,2019,26,re,MEDI
"COSMIN,radiotherapy-induced trismus,reliability,responsiveness,validity",2,2-s2.0-85062372596,254,2019,26,re,DENT
"COSMIN,radiotherapy-induced trismus,reliability,responsiveness,validity",2,2-s2.0-85062372596,254,2019,26,re,BIOC
"Amino acid transporters,Glucose transporters,Intestinal adaptation,Low birthweight,Normal birthweight,Small intestine",11,2-s2.0-85062177989,256,2019,53,ar,AGRI
"Amino acid transporters,Glucose transporters,Intestinal adaptation,Low birthweight,Normal birthweight,Small intestine",11,2-s2.0-85062177989,256,2019,53,ar,VETE
"Bio-oil,Biomass,Drop-tube pyrolyzer,Fast pyrolysis,Pongamia pinnata,Py-GCMS,ZSM-5",15,2-s2.0-85062040677,220,2019,44,ar,CHEM
"Bio-oil,Biomass,Drop-tube pyrolyzer,Fast pyrolysis,Pongamia pinnata,Py-GCMS,ZSM-5",15,2-s2.0-85062040677,220,2019,44,ar,ENER
"2-Dimensional materials,Diamondized bilayer graphene,Vibrational analysis",32,2-s2.0-85061626134,198,2019,40,ar,CHEM
"2-Dimensional materials,Diamondized bilayer graphene,Vibrational analysis",32,2-s2.0-85061626134,198,2019,40,ar,MATE
"Fly ash,Jatropha,Pyrolysis,ZSM-5",34,2-s2.0-85061403716,295,2019,60,ar,CHEM
"Fly ash,Jatropha,Pyrolysis,ZSM-5",34,2-s2.0-85061403716,295,2019,60,ar,ENER
"Calcitonin,Immunohistochemistry,Neuroendocrine cells,Thyroglossal duct,Thyroglossal duct cyst",2,2-s2.0-85061312316,256,2019,35,ar,MEDI
"Calcitonin,Immunohistochemistry,Neuroendocrine cells,Thyroglossal duct,Thyroglossal duct cyst",2,2-s2.0-85061312316,256,2019,35,ar,BIOC
"blood loss,morphine consumption,postoperative pain,total knee arthroplasty,tranexamic acid,TXA",23,2-s2.0-85061188766,262,2019,35,ar,MEDI
"Caffeine,Coffee bean cracking,Fatty acids,GC × GC,Lipids,Solid phase XAD-2 extraction,Sterols,SVOC",18,2-s2.0-85061184634,200,2019,45,ar,AGRI
"Common-pool resources,Community forestry,Deforestation,Joint ownership,Property rights,The environment",16,2-s2.0-85060906688,153,2019,45,ar,SOCI
"Common-pool resources,Community forestry,Deforestation,Joint ownership,Property rights,The environment",16,2-s2.0-85060906688,153,2019,45,ar,ECON
"allergen-specific T cells,antigen-specific immunotherapy,house dust mite allergy,Treg",58,2-s2.0-85060008388,269,2019,56,ar,MEDI
"allergen-specific T cells,antigen-specific immunotherapy,house dust mite allergy,Treg",58,2-s2.0-85060008388,269,2019,56,ar,IMMU
"LV network,PV rooftops,scheduling of BESS,siting of BESS,sizing of BESS,voltage management",2,2-s2.0-85059954764,201,2019,32,ar,ENGI
"drug policy,health technology assessment,Thailand,universal health coverage",8,2-s2.0-85059820426,172,2019,26,ar,ECON
"drug policy,health technology assessment,Thailand,universal health coverage",8,2-s2.0-85059820426,172,2019,26,ar,PHAR
"drug policy,health technology assessment,Thailand,universal health coverage",8,2-s2.0-85059820426,172,2019,26,ar,MEDI
"Cd transport,Contaminated soil,HYDRUS-1D,Pore water velocity,Salinity levels",18,2-s2.0-85059746995,270,2019,76,ar,EART
"Autoimmune encephalitis,NMDAR,Pediatric encephalitis",19,2-s2.0-85059661943,263,2019,17,ar,MEDI
"Autoimmune encephalitis,NMDAR,Pediatric encephalitis",19,2-s2.0-85059661943,263,2019,17,ar,NEUR
"Hydrotreatment,NiCu catalyst,Pyrolysis oil,SBA-15",10,2-s2.0-85059561531,219,2019,24,ar,ENER
"Alcohol ethoxylate,Laundry detergency,Methyl palmitate,Solid nonparticulate soil,Waxy soil",3,2-s2.0-85059535512,287,2019,53,ar,CENG
"Alcohol ethoxylate,Laundry detergency,Methyl palmitate,Solid nonparticulate soil,Waxy soil",3,2-s2.0-85059535512,287,2019,53,ar,CHEM
"Alcohol ethoxylate,Laundry detergency,Methyl palmitate,Solid nonparticulate soil,Waxy soil",3,2-s2.0-85059535512,287,2019,53,ar,MATE
"cellulose paper,DFT,pH sensor paper,rhodamine",12,2-s2.0-85058859158,224,2019,43,ar,CHEM
"Anorectal Disease,Mechanism,Neuromodulation Therapy,Pathophysiology",14,2-s2.0-85058432591,250,2019,24,ar,MEDI
"canine,influenza,serology,Thailand",8,2-s2.0-85058413377,161,2019,23,ar,MEDI
"canine,influenza,serology,Thailand",8,2-s2.0-85058413377,161,2019,23,ar,IMMU
"canine,influenza,serology,Thailand",8,2-s2.0-85058413377,161,2019,23,ar,VETE
"Anterior skull base,Endoscopic sinus surgery,Endoscopic skull base surgery,Sinus anatomy,Skull base",20,2-s2.0-85058364823,252,2019,38,re,MEDI
"Anterior ethmoidal artery,Cribriform plate,Ethmoid cell,Skull base,Suprabullar cell,Supraorbital ethmoid cell",9,2-s2.0-85058304674,248,2019,28,ar,MEDI
"Hepatocellular carcinoma,PNPLA3,Polymorphisms,TM6SF2,Viral hepatitis",24,2-s2.0-85057781125,255,2019,40,ar,MEDI
"botulinum toxin,congenital torticollis,outcome assessment,physical therapy",17,2-s2.0-85056840114,273,2019,23,ar,MEDI
"adiposity,human milk,metabolic outcomes,premature infants,SGA infants",17,2-s2.0-85056569852,264,2019,37,ar,MEDI
"Adsorption mechanism,Haloacetonitrile,Hydrophilicity,Ion-dipole electrostatic interaction,Porous structure",9,2-s2.0-85056221273,213,2019,37,ar,ENVI
"Gender,Human capital,Intergenerational exchanges,Older persons' contribution,Southeast Asia",18,2-s2.0-85054636588,256,2019,33,ar,SOCI
