eid,subject_areas,publication_year,length_of_abstract,author_keywords,sub_type,citation_count,refcount 
2-s2.0-85095808699,"SOCI,ARTS",2020,109,"CRISIS MORTALITY,EPIDEMIC,HISTORICAL DEMOGRAPHY,PARISH ARCHIVES,PHILIPPINES",ar,0,19
2-s2.0-85095700852,VETE,2020,339,"Cardiac fibroblasts,Cardiomyocytes,Gene expression,In vitro model,Ischemia,Reperfusion",ar,1,46
2-s2.0-85094870817,"SOCI,COMP",2020,97,"Citizen intention use e-government service,Citizen perceived value,E-government,Expectation-confirmation theory",ar,6,62
2-s2.0-85094676450,EART,2020,260,"Great South Basin,polygonal fault system,seismic interpretation",ar,2,49
2-s2.0-85094610415,ENVI,2020,237,"Decolorization kinetics,Degradation,Laccase,Megaspororia sp,Melanoidin,White rot fungi",ar,6,23
2-s2.0-85094570410,"AGRI,EART",2020,215,"Diversity,DNA barcodes,Indochina,Limestone,Systematics",ar,9,93
2-s2.0-85094315052,"ENVI,EART",2020,198,"ERT,Floodplain,GPR,Meandered scar,Paleo-channel",ar,18,35
2-s2.0-85094217740,"IMMU,AGRI",2020,225,"Actinomycetes,Nocardia aurantiaca,Nocardiaceae,Paddy soil,Polyphasic taxonomy",ar,2,45
2-s2.0-85094216633,"ECON,SOCI,BUSI",2020,188,,ar,4,42
2-s2.0-85094213227,"ECON,SOCI,BUSI",2020,184,,ar,2,25
2-s2.0-85094204876,"ECON,SOCI,BUSI",2020,209,,ar,2,26
2-s2.0-85094199117,"ECON,SOCI,BUSI",2020,121,,ar,0,22
2-s2.0-85094190259,"ECON,SOCI,BUSI",2020,142,,ar,0,33
2-s2.0-85094101696,"BIOC,PHAR",2020,319,"ABCG2,BRCP,Drug transporters,OATP1B1,Pharmacogenetics,Pharmacogenomics,SLCO1B1",ar,5,46
2-s2.0-85093935776,"NEUR,BIOC,PHAR",2020,253,"Cerebral palsy,Motor impairment,Neutrophil-to-lymphocyte ratio",ar,2,37
2-s2.0-85093893858,"VETE,AGRI",2020,185,"Estuarine area,Integument system,Mucous secreting,Schaap’s dragonet,Thailand",ar,2,30
2-s2.0-85093838690,"ENVI,EART",2020,208,"landslides,permeability,seepage",ar,40,53
2-s2.0-85093494416,"MEDI,ENVI",2020,257,,ar,18,30
2-s2.0-85093080842,"BUSI,DECI",2020,178,"Commercialisation model,Innovative products,Petroleum firm",ar,1,17
2-s2.0-85092921675,ECON,2020,160,"Dictionary base approach,Financial disclosure documents,Future firm performance,Stock Exchange of Thailand,Stock market returns,Textual sentiment analysis",ar,0,19
2-s2.0-85092920527,"CENG,COMP",2020,114,"azeotropic and close boiling point mixture,distillation,extractive distillation",ch,3,10
2-s2.0-85092917322,PHAR,2020,211,,ar,0,24
2-s2.0-85092915975,PHAR,2020,192,"Alginate,Box-behnken design,Film,Response surface method",ar,0,24
2-s2.0-85092907758,PHAR,2020,283,"Adjuvant delivery,Cancer immunotherapy,Hyaluronic acid,Nanogels,Poly(I:C)",ar,1,23
2-s2.0-85092794861,"CENG,COMP",2020,169,"HAMENS,Novel Stage-Wise Superstructure,Total Annual Cost",ch,0,9
2-s2.0-85092784195,"PHAR,AGRI,MEDI",2020,205,"oxyresveratrol,Parkinson’s disease,phenolic compound,rats,rotenone",ar,7,19
2-s2.0-85092747675,"COMP,ENGI,MATH",2020,201,"Aircraft image segmentation,Deeply supervised network,L2-normalization,Short connection",cp,3,15
2-s2.0-85092720817,MEDI,2020,311,"Outcomes,Pre-early treatment for retinopathy of prematurity,Regression,Retinopathy of prematurity",ar,2,15
2-s2.0-85092720452,"COMP,ENGI,MATH",2020,140,"Amphetamines image,Bag-of-features,CLAHE,SURF",cp,0,16
2-s2.0-85092719255,"COMP,ENGI,MATH",2020,251,"closing morphological operation,Otsu's thresholding method,S 3 FD network,saliency map,viridis colormap",cp,1,18
2-s2.0-85092709311,"COMP,ENGI,MATH",2020,103,"Itô transformation,jump-adapted method,Jump-extended CIR and CEV models,weak order of convergence",cp,0,8
2-s2.0-85092567733,VETE,2020,403,"Chronic kidney disease,Dog,Renal fibrosis,Shear-wave elastography,Urinary procollagen type III amino-terminal propeptide",ar,5,72
2-s2.0-85092551620,CHEM,2020,202,"Agent,COSE,Customer,International student,Orientation,Recruitment,Service",ar,2,23
2-s2.0-85092530637,ENGI,2020,324,"Groundwater-river interaction parameters,Saigon River,Stable isotope",ar,1,32
2-s2.0-85092524906,"MEDI,IMMU",2020,332,"Iron overload,Leaky-gut,Sepsis,Thalassemia",ar,28,65
2-s2.0-85092515631,"PHAR,ENVI",2020,297,"Arsenic,EDTA,Electrokinetic remediation,Gold mine tailing,Phosphate",ar,2,37
2-s2.0-85092501514,ENVI,2020,205,"Alkali-pretreatment,Digestate,Elephant grass,Thermal-alkaline pretreatment",ar,4,28
2-s2.0-85092477594,"ENGI,PHYS,MATE",2020,169,"3D printing,DSSC,Liquid deposition modeling,TiO2 thin film",ar,0,13
2-s2.0-85092446109,COMP,2020,158,"SMEs,Social media communication,Social media marketing,Thai hotels",ar,0,17
2-s2.0-85092403551,"VETE,SOCI",2020,146,"Health evaluation,Native turtle,Practice of animal release,Protected species,Temple pond",ar,1,23
2-s2.0-85092397200,"SOCI,PHYS,EART",2020,228,,ar,0,32
2-s2.0-85092372503,"ENER,ECON",2020,194,"Carrying Capacity,Energy Consumption,Non-recursive Model,Sustainability Policy",ar,4,44
2-s2.0-85092371449,"NEUR,BIOC,AGRI",2020,269,"Atopic dermatitis,Bioinformatics,Gut microbiome,Infants,Metabolic function,Metaproteomics",ar,8,46
2-s2.0-85092336719,MEDI,2020,139,"3D printing,bone loss,capitellum,distal humerus,lateral column,open fracture,patient-specific implant",ar,3,28
2-s2.0-85092331983,"MEDI,IMMU",2020,217,"Dengue vaccine,DNA vaccine,Heterologous prime-boost,Inactivated virus,Live-attenuated virus,Subunit vaccine",ar,34,57
2-s2.0-85092287004,"BIOC,COMP",2020,200,"COVID-19,MD simulations,Nsp16/nsp10,Nucleoside analog,Rational drug design,SARS-CoV-2",ar,21,53
2-s2.0-85092267590,PHAR,2020,259,"Caffeic acid,Hydroxycinnamate analogues,Molecular docking,Molecular dynamics simulations,Neuraminidase,Rosmarinic acid",ar,23,57
2-s2.0-85092259116,"SOCI,BUSI,ECON,ARTS",2020,146,"Developing countries,Emerging market,Fans motive,Fans preferences,Professional basketball league",ar,0,30
2-s2.0-85092248536,"SOCI,BUSI,ECON,ARTS",2020,218,"Phuket province,Tourism carrying capacity,World-class destination",ar,4,52
2-s2.0-85092246330,PSYC,2020,252,"Asian context,Career development,Meaningful work,Organizational behavior,Systematic review",ar,4,64
2-s2.0-85092242445,NURS,2020,279,"Acceptance,Buddhists,Cancer,Death,Instrument development,Psychometric Testing",ar,4,25
2-s2.0-85092219524,"SOCI,BUSI,ECON,ARTS",2020,228,"Golf tourism,Sports tourism,Sustainable tourism",ar,0,36
2-s2.0-85092172386,CENG,2020,203,,ar,1,15
2-s2.0-85092161200,ENGI,2020,95,"ALBP research trends,Assembly line,Layout based classification,Line balancing",re,11,100
2-s2.0-85092131223,"BUSI,MATE,ENVI,ENGI",2020,220,"Asian economies,Economic growth,Quantiles,Textile and clothing manufacturing",ar,3,47
2-s2.0-85092117796,DENT,2020,194,"Alloy,Corrosion,Cytokine,IL-1ß,IL-6,Inflammatory response,Recast",ar,0,28
2-s2.0-85092104472,"MEDI,IMMU",2020,159,"Antiretroviral therapy,HIV,Lipid profile,Lipodystrophy,Metabolic",re,8,57
2-s2.0-85092092324,DENT,2020,190,"Lithium disilicate ceramic,Shear bond strength,Silane,Surface treatment",ar,7,33
2-s2.0-85092089526,MEDI,2020,253,"Breast cancer,Coronary vessels,Deep inspiration breath-hold,Heart dose,Radiation",ar,12,25
2-s2.0-85092076642,"AGRI,BIOC",2020,198,"Gene expression,Penaeus monodon,Proteomics,Srpk3,Testicular development",ar,2,48
2-s2.0-85092072223,CENG,2020,224,,ar,1,14
2-s2.0-85092039518,CENG,2020,259,,ar,1,7
2-s2.0-85091985384,"IMMU,AGRI",2020,40,,er,0,
2-s2.0-85091979282,"HEAL,MEDI",2020,276,"Hepatic steatosis,HR ratio,MRI-PDFF",ar,7,33
2-s2.0-85091875857,"BIOC,PHAR,MEDI",2020,265,"anti-ageing,Antioxidation,flavonoids,natural product,phenolics,whitening",ar,4,49
2-s2.0-85091826035,"BUSI,ECON",2020,201,"Bank diversification,Bank performance,Banking system,Government ownership,Sri Lanka",ar,9,29
2-s2.0-85091743099,"AGRI,ENVI",2020,260,"Atretic oocyte,Histology,Mesopelagic fish,Ovarian health,Ovotestis",ar,4,70
2-s2.0-85091720476,NURS,2020,216,"Indonesia,Nurse administrators,Personnel management,Public hospitals",ar,10,33
2-s2.0-85091704468,ENGI,2020,85,"awkward wrist posture,carpal tunnel syndrome,hand tool,Packing,processed food,sausage",cp,1,26
2-s2.0-85091704067,MEDI,2020,256,"Anti-glaucoma medications,Lid hygiene,Lipiflow®,Meibomian gland dysfunction,Thermal pulsatile system",ar,11,29
2-s2.0-85091668564,"MATE,ENGI",2020,186,"Calcination,G-C3N4,Photocatalyst,Soaking time,Visible light",cp,0,13
2-s2.0-85091653951,"MATE,ENGI",2020,165,"Chemical synthesis,Colloid,Localized surface plasmon resonance,Silver nanoparticle",cp,1,8
2-s2.0-85091651355,"BUSI,DECI",2020,159,"Computational Intelligence,Polynomial Regression,Production-Inventory System,Robust Simulation-Optimization,Stochastic Control",ar,2,75
2-s2.0-85091641905,"ARTS,SOCI",2020,159,"Allographic variations,Manuscripts,Mergers,Retentions,Tai Ahom",ar,0,38
2-s2.0-85091616361,AGRI,2020,206,"dairy farm,innovation and diffusion theory,milk quality,technology acceptance model 2,ultraviolet C technology",ar,2,26
2-s2.0-85091533405,"SOCI,BUSI",2020,211,"Music Education in Thailand,Music Education Management,Music Education Status",ar,0,46
2-s2.0-85091461674,"BIOC,ENVI",2020,148,,ch,5,145
2-s2.0-85091424147,"MEDI,NURS",2020,290,"crying,Feeding intolerance,formula switch,fussiness,gastrointestinal symptoms and associated behaviors",ar,3,44
2-s2.0-85091418413,"AGRI,BIOC,COMP",2020,215,"CNV,Copy number variation,visualization,whole-exome sequencing",re,2,35
2-s2.0-85091393458,"COMP,ENGI",2020,0,,ed,0,
2-s2.0-85091371916,ENGI,2020,243,"Andaman sea,Clay mineral,Provenance,X-ray diffraction",ar,0,43
2-s2.0-85091332499,"COMP,ENGI",2020,208,"Augmented Architecture,Facade Design,Form Generation,Performative Interactions,Surface System",cp,0,8
2-s2.0-85091312417,"MATE,ENGI",2020,157,"Biodiesel product,Calcined temperature,Catalyst,Diatomite",cp,0,17
2-s2.0-85091276671,"PHAR,MEDI",2020,178,"Antimicrobial resistance,Epidemiology,MRSA,One Health Approach,Pathogenicity,Treatment,Virulence factors",ar,140,114
2-s2.0-85091275389,"COMP,MATE,ENGI",2020,151,"conjugate gradient method,image restoration,Nonlinear monotone equations,projection method",ar,8,61
2-s2.0-85091264391,DENT,2020,283,"Apoptosis,Bax/Bcl-2,Lymphocyte,Neoplasm staging,Oral cancer",ar,5,36
2-s2.0-85091181670,ARTS,2020,171,"Hajj,Makkah,Merit-making,Pattani,Pilgrimage,Soteriology",re,0,48
2-s2.0-85091178213,AGRI,2020,175,"Biodiversity exploration,Cryptic species,Elysia,Heterobranchia,Plakobranchus",ar,6,66
2-s2.0-85091071856,"NEUR,BIOC,PHAR",2020,241,"B cells,B-lymphoblastoid cell lines,Epstein-Barr virus,Gene expression,Microarray",ar,2,42
2-s2.0-85090950664,SOCI,2020,164,,ch,3,45
2-s2.0-85090850354,MULT,2020,182,"Alkyd printing inks,Ink vehicles,Sustainable raw materials,Waste frying oil",ar,1,29
2-s2.0-85090814855,PHAR,2020,271,"Amomum verum,Antimicrobial activity,Antioxidant activity,Cinnamomum parthenoxylon,Cytotoxicity,Essential oil",ar,9,27
2-s2.0-85090797453,"ARTS,SOCI",2020,180,"Language choice,Linguistic landscape,Multilingual signs,National language",ar,3,30
2-s2.0-85090701241,AGRI,2020,146,"Extremophiles,Internal transcribed spacer,Molecular detection,Mycology,Phylogenetics",ar,7,33
2-s2.0-85090690104,AGRI,2020,294,"Apoptosis,Embryos,Freshwater turtle,Microscopic examination,Proliferation",ar,3,40
2-s2.0-85090676582,"COMP,CENG,ENGI",2020,176,"Dynamic headspace,Grilled chicken,Headspace stir bar sorptive extraction,Volatile compounds,Yakitori",ar,3,26
2-s2.0-85090674228,ARTS,2020,156,"Ageing,Communication Technology,Intergenerational Relationships,Social Media,Successful Ageing",ar,1,8
2-s2.0-85090666939,MULT,2020,135,"Dendrobium nobile,Microwave-assisted extraction,Taguchi,α-glucosidase inhibitory activity",ar,0,27
2-s2.0-85090643739,"CHEM,MATH,MATE,BIOC,PHYS",2020,141,"Aluminum,Infiltration,Leaching,Microstructure,Porosity,Replication",ar,0,15
2-s2.0-85090638637,"CHEM,MATH,MATE,BIOC,PHYS",2020,313,"Bone graft,Brushite,Hydroxyapatite,Resorption,Three dimensional printing",ar,1,37
2-s2.0-85090631069,"NEUR,BIOC,AGRI",2020,218,"Duet song,Playback experiment,Predator song,Syntax,White-handed gibbons",ar,9,66
2-s2.0-85090621359,"AGRI,EART",2020,216,"Biodiversity,Indochina,Japan,Land snail,Limestone,Systematics,Type specimen",ar,1,67
2-s2.0-85090591742,"EART,AGRI",2020,182,"Andaman Sea,Gulf of Thailand,Molecular study,Morphological characters,Phyllorhiza",ar,0,31
2-s2.0-85090575991,"COMP,CENG,ENGI",2020,245,"Die-swell,Extrusion spheronization,Oldroyd-B fluid,Pharmaceutical process,Semi-implicit Taylor Galerkin finite element method",ar,1,17
2-s2.0-85090561886,MATE,2020,195,"heat-assisted magnetic recording,information storage,Magneto-electronics,recording heads,tunneling magnetoresistance",ar,1,13
2-s2.0-85090551728,"EART,AGRI",2020,251,"New record,Peanut worm,Sipunculus nudus,Thailand",ar,0,29
2-s2.0-85090545039,MEDI,2020,0,"Corpus Striatum,Diabetes Complications,Diabetes Mellitus, Type 2/ complications",no,1,1
2-s2.0-85090518962,BIOC,2020,270,"Fish,Histology,Oogenesis,Phallostethidae,Reproduction",ar,0,42
2-s2.0-85090425644,ENGI,2020,151,"BEMS,BESS,IEEE1888 open protocol,Implementation,Peak-load shaving",ar,0,28
2-s2.0-85090355957,"MATE,ENGI",2020,176,"Anthraquinones,Microsporum canis,Senna tora (L.) Roxb,Shampoo",cp,1,12
2-s2.0-85090349560,"MATE,ENGI",2020,174,"Glutinous rice starch,Lactobacillus rhamnosus GG,Microencapsulation,Whey protein",cp,1,12
2-s2.0-85090337222,"MATE,PHYS,ENGI",2020,278,"Binary system,Flowability,Geopolymer,High calcium Fly ash,Metakaolin",cp,1,18
2-s2.0-85090323087,"MATE,ENGI",2020,276,"Oral nanoemulsion,Physical stability,Polysorbate 80,Rice bran oil,Sodium caseinate",cp,2,8
2-s2.0-85090313809,MEDI,2020,74,,ar,16,7
2-s2.0-85090294377,VETE,2020,280,"Apaf-1,Bacterial expression,PKR,Protein,Purification",ar,1,29
2-s2.0-85090293351,VETE,2020,258,"Dairy cattle,Environmental temperature,Heat stress,Lactation,Season",ar,10,27
2-s2.0-85090292102,VETE,2020,250,"Antimicrobial resistance,Meat,Shiga toxin-producing E. coli (STEC)",ar,4,30
2-s2.0-85090288353,VETE,2020,190,"Climate,Dairy cow,Microclimate,Reproduction,Tropical environment",ar,0,39
2-s2.0-85090282601,VETE,2020,203,"Cats,Hypertrophic cardiomyopathy,Thromboembolism",ar,2,13
2-s2.0-85090277923,VETE,2020,257,"Embalming solution,Ethanol,Formaldehyde,Mice,Phenol,Sodium chloride",ar,0,11
2-s2.0-85090273111,VETE,2020,197,"Factor,Feline,Survival,Thrombus",ar,2,15
2-s2.0-85090269902,VETE,2020,247,"Androgen receptor,Anti-Müllerian hormone,Inhibin alpha subunit,Pigs,Quantitative real-time reverse transcription PCR,Unilateral cryptorchidism",ar,2,32
2-s2.0-85090268233,"MEDI,IMMU",2020,267,"Acute HIV-1 infection,Colon biopsy,Research risk",ar,1,19
2-s2.0-85090260045,AGRI,2020,226,"Alien species,Bivalves,Cambodia,Diversity,Economic species,Lower Mekong basin,Snails,Tonle Sap Lake",ar,21,97
2-s2.0-85090249624,MEDI,2020,259,"Chronic obstructive pulmonary disease,Early detection,Exacerbations,Home monitoring,Telemedicine",ar,10,38
2-s2.0-85090210644,"NEUR,PHAR",2020,224,"Autism,Autism Spectrum Disorders (ASD),Inflammation,Mitochondrial dysfunction,Neuroimmunomodulation,Oxidative stress toxicity",ar,29,188
2-s2.0-85090053636,"MEDI,NURS",2020,171,"Antiglycative compounds,Antioxidants,Cyanobacteria,Mycosporine-like ami-no acids,Polyphenol",ar,7,25
2-s2.0-85090052815,MEDI,2020,208,"activity tracker,pedometer,Physical activity,white-collar worker",ar,1,34
2-s2.0-85090021308,ENGI,2020,125,"Inter-satellite communication,Orthogonal frequency division multiplexing (OFDM),Quadrature amplitude modulation (QAM),Spatial diversity",cp,1,21
2-s2.0-85089922630,MEDI,2020,0,,le,1,7
2-s2.0-85089888068,ENVI,2020,189,"agricultural health and safety,exposure,Pesticide use,poisoning,policy initiative,Southeast Asia,Thailand",re,39,81
2-s2.0-85089872854,VETE,2020,270,"Differential DNA methylation,Lean,Loin muscle,Marbled,Methylated DNA immunoprecipitation sequencing,Transcription start site",ar,2,65
2-s2.0-85089817644,PHAR,2020,204,"Continuous medication usage,Quality of life,Reliability,Validity",ar,1,51
2-s2.0-85089771338,"ENGI,COMP",2020,204,"Adoption,Human-computer interaction,Industrial internet of things,Industry 4.0,IoT,SME",ar,6,55
2-s2.0-85089723605,"MATE,ENGI",2020,173,"Controlled release,Dental pulp,Iloprost,Thermo-sensitive hydrogel",cp,2,29
2-s2.0-85089723116,"MATE,ENGI",2020,148,"Cooling rate,Microstructure,Rejuvenation,Superalloys",cp,0,15
2-s2.0-85089720229,VETE,2020,223,"Cat,Chronic kidney disease (CKD),Dog,Strain elastography,Symmetric dimethylarginine (SDMA)",ar,1,33
2-s2.0-85089718999,"MATE,ENGI",2020,210,"Covalent immobilization,Poly(para-phenylenedimaine),Polypyrrole,Urea biosensor,Urease",cp,0,6
2-s2.0-85089670035,"AGRI,VETE",2020,214,"Bacillus licheniformis KMP-9,Bacillus subtilis KMP-BCP-1,broiler,caecal bacteria,probiotic",ar,3,43
2-s2.0-85089663974,"MATE,ENGI",2020,192,"Critical temperature,High pressure,Metal superhydrides,Near-room-temperature,Superconductors",re,12,75
2-s2.0-85089654142,"MEDI,BIOC",2020,164,"diffuse large B-cell lymphoma,immune checkpoint,programmed cell death 1,Programmed cell death ligand 1,programmed cell death ligand 2",ar,4,36
2-s2.0-85089646521,"SOCI,MEDI,PHAR",2020,101,"Access to vaccine,EPI programme,Vaccine coverage rate",ch,0,54
2-s2.0-85089638295,"MEDI,BIOC",2020,132,"CA-AKI,Epidemiology,HA-AKI,Outcome",ch,0,48
2-s2.0-85089625386,ENGI,2020,241,"Chao Phraya River flood,Industrial com-plexes,Root cause,Supply chain",ar,4,37
2-s2.0-85089609767,MEDI,2020,276,"Health talk education,Human papillomavirus (HPV) vaccination,Intention,Perception,Vietnam",ar,5,46
2-s2.0-85089563284,"BIOC,CENG,IMMU,ENGI",2020,254,"Breast support,Cardiac impedance,Gas exchange,Metabolism,Running bra",ch,0,38
2-s2.0-85089556075,MEDI,2020,321,"Anthocyanin,Antioxidant enzyme,Cyanidin-3-glucoside,ER stress,Glutamate,HT22cells,Neuroprotectiveeffect,Nrf2,Oxidative stress",ar,48,60
2-s2.0-85089525209,ENGI,2020,237,"Coastal structure,Monitoring,One-Line model,Sediment characteristics,Shoreline change",ar,6,37
2-s2.0-85089481572,ENGI,2020,164,"Corn cob,Napier grass,Ozawa-Flynn-Wall method,Pyrolysis kinetics,Sugarcane residue",ar,2,57
2-s2.0-85089466157,"SOCI,NURS,MEDI",2020,249,"Attitude,Body Composition,Knowledge,Lipid profile,M-Health application,Practice",ar,1,18
2-s2.0-85089463405,"SOCI,ENER",2020,242,"Entrepreneurial orientation,Strategic orientation SME,Thailand",ar,4,45
2-s2.0-85089408316,PHAR,2020,135,"22-O-amino ester derivatives of renieramycin M,Bistetrahydroisoquinolinequinone,Chemical modification,Cytotoxicity,Hydroquinone 5-O-amino ester derivatives of renieramycin M,Marine alkaloid,Non-small-cell lung cancer,Renieramycin M,Semi-synthesis",ar,10,33
2-s2.0-85089404315,MULT,2020,158,"Enteral nutrition,Iconographic correlation,Optimization,Response surface methodology",ar,0,27
2-s2.0-85089334426,"MEDI,NURS",2020,167,"Acute kidney injury,Leptospirosis,One health,Tropical diseases,Tropics",ch,2,82
2-s2.0-85089313604,ENGI,2020,132,"Analytical methods,Exact stiffness matrix method,Poroelasticity,Soil-structure interaction,Strip foundations,Transversely isotropic",cp,1,22
2-s2.0-85089310669,"COMP,MATE,ENGI",2020,240,"artificial neural networks,machine learning,Natural language processing,spelling correction,text generation,text normalization,Thai language",ar,8,41
2-s2.0-85089310509,MULT,2020,200,"Rosmarinic acid,Thunbergia laurifolia,TLC-densitometric method,TLC-image analysis,α-glucosidase inhibition",ar,3,22
2-s2.0-85089307330,DENT,2020,167,,re,3,30
2-s2.0-85089306901,DENT,2020,294,,ar,3,25
2-s2.0-85089285353,"MEDI,NEUR",2020,257,"Adenotonsillar hypertrophy,Adenotonsillectomy,Body weight,Growth,Obstructive sleep apnea",ar,1,23
2-s2.0-85089284603,SOCI,2020,185,"Education,EFL,Learning management system,Technology",ar,5,40
2-s2.0-85089262116,MEDI,2020,144,"dexamethasone administration,hypokalemia,steroid-induced,thyrotoxic periodic paralysis",ar,2,8
2-s2.0-85089171436,AGRI,2020,203,"Barramundi,Concurrent infection,Flavobacterium columnare,Freshwater aquaculture,Lates calcarifer,Scale drop disease virus",ar,6,33
2-s2.0-85089129801,ENGI,2020,200,"Evaluation re-sponse,Flood,Household’s responses,Natural disaster,The 2011 flood in Thailand",ar,4,25
2-s2.0-85089129171,ENGI,2020,213,"BCM,Business continuity management,Sys-tematics literature review",re,8,74
2-s2.0-85089127552,ENGI,2020,182,"Flood,Flood warning,Risk communication,Warning access,Warning efficacy",re,4,13
2-s2.0-85089127423,ENGI,2020,145,"Chao Phraya,Climate change,Flood,Flood management,Land-use change",re,5,35
2-s2.0-85089126830,ENGI,2020,212,"Area-business continuity management (Area-BCM),Business continuity management (BCM),Disaster management,Stakeholder analysis,SWOT analysis",re,11,57
2-s2.0-85089126692,ENGI,2020,142,"Bangkok,Coping capacity,Principal component analysis,Social capital",ar,2,21
2-s2.0-85089123434,"MATE,DENT",2020,160,"CAD/CAM,Flexural strength,Fracture toughness,Linear shrinkage,Silicon nitride",ar,3,21
2-s2.0-85089121912,ENVI,2020,216,"Habit change,Marine plastic pollution,Plastic bag charging,Reusable bag use behavior,Thailand,University",ar,10,73
2-s2.0-85089119387,ENVI,2020,271,"Ecological function,Floating vegetation, Inle Lake,Intha livelihoods,Sedimentation",ar,0,30
2-s2.0-85089014351,MEDI,2020,192,"Internal limiting membrane peeling,Macular hole,Macular hole surgery,Stem cell therapy",ar,28,86
2-s2.0-85089011048,MEDI,2020,233,"Delirium,Earplugs,Eye masks,Intensive care unit,Light and noise control,Sleep quality",ar,12,35
2-s2.0-85088947815,MEDI,2020,0,"Coronavirus disease 2019,Mortality,Online forum",le,0,
2-s2.0-85088879976,"IMMU,AGRI",2020,222,"Acetic acid bacteria,Genome analysis,Gluconobacter aidae sp. nov,MALDI-TOF,Phenotypic characteristics,Thailand",ar,4,51
2-s2.0-85088879261,"IMMU,AGRI",2020,215,"Lactic acid bacteria,Terrilactibacillus tamarindi,Tree bark",ar,1,30
2-s2.0-85088861712,MEDI,2020,227,"cytokine,Fever control,immunomodulation,physical cooling,septic shock,therapeutic normothermia",ar,5,38
2-s2.0-85088860107,"MATE,ENGI",2020,167,"Biodegradable,Poly(vinyl chloride),Wood flour,Wood-plastic composite",ar,2,36
2-s2.0-85088856135,"MATE,ENGI",2020,196,"Alumina ceramics,Extrusion,Liquid phase sintering,Sodium silicate",ar,1,16
2-s2.0-85088778801,"ECON,SOCI,BUSI",2020,88,"Behavior,Cheating,Corruption,Experiment,Media",ar,1,7
2-s2.0-85088745028,"MATH,COMP",2020,290,"Classification,Data augmentation,Ensemble learning,Pre-trained network model,Sign language motion",cp,1,13
2-s2.0-85088744780,"MATH,COMP",2020,142,"Checkout procedure,Usability test,Visibility principle",cp,0,6
2-s2.0-85088682676,MEDI,2020,202,"adult congenital heart disease,congenital heart surgery,Fontan,nutrition",re,5,33
2-s2.0-85088535352,MEDI,2020,186,"Aspergillus,Candida,Cladosporium,Invasive Fungal Rhinosinusitis,Polymerase Chain Reaction",ar,3,35
2-s2.0-85088514074,"AGRI,MEDI,NURS",2020,311,"Gastrointestinal tolerability,Plasma glucose,Satiety,Serum insulin,Tapioca resistant maltodextrin",ar,7,52
2-s2.0-85088455020,ENVI,2020,194,"Cleanser,Dye removal Rice husk ash,Magnetic RHA,Methylene blue",ar,21,49
2-s2.0-85088444519,"ECON,BUSI,ENGI",2020,146,"Generating company (GenCo),Mixed-integer quadratic constrained program (MIQCP),Monte Carlo simulation (MCS),Two-point estimate method (TPEM)",ch,0,42
2-s2.0-85088441021,"MEDI,HEAL,ENVI,ENGI",2020,84,"Biofuels,Biomass,Fine chemicals,Heterogeneous catalysis,Hydroxymethylfurfural",ch,0,42
2-s2.0-85088439874,"ECON,BUSI,ENGI",2020,164,"Bidding and offering,BSS,Renewable energy,Stochastic framework,WT",ch,1,32
2-s2.0-85088438494,"SOCI,ARTS",2020,128,"Malay muslims,Muslim minorities,Pre-colonial polities,Siam/thailand,Southern thailand,Thai nationalism",ch,6,69
2-s2.0-85088405040,NURS,2020,280,"Community base intervention,Hypertension,Primary health care,Universal health coverage",ar,6,28
2-s2.0-85088311090,"MATE,PHYS,ENGI",2020,223,"Box-Behnken experimental design,Capsaicin,Chitosan,Nanoparticles",cp,5,16
2-s2.0-85088300040,"MATH,COMP",2020,133,"Center of mass,Chaos,Congestion game,Interval maps,Multiplicative weights",ar,8,9
2-s2.0-85088291477,MEDI,2020,0,,le,5,5
2-s2.0-85088283434,"MATE,PHYS,ENGI",2020,119,"Ag nanoparticles,Anatase,Chemical deposition,Photocatalyst,UV irradiation",cp,1,19
2-s2.0-85088268033,"PHYS,EART",2020,153,"galaxies: active,Galaxy: evolution,radio continuum: galaxies",ar,0,26
2-s2.0-85088267110,"PHYS,EART",2020,200,"galaxies: high-redshift,galaxies: ISM,gravitational lensing,ISM: clouds",ar,1,29
2-s2.0-85088251314,"PHYS,EART",2020,149,"cosmology: observations,galaxies: evolution,galaxies: formation",ar,0,7
2-s2.0-85088209847,"PHYS,MATE",2020,192,"Defect Reduction,Fired Clay Floor Tiles,Six Sigma Approach",cp,4,8
2-s2.0-85088208601,"PHYS,MATE",2020,217,"Narrow Saw-Streets,Six-Sigma approach,Ultra-Thin wafers,Wafer Sawing",cp,6,14
2-s2.0-85088207816,"PHYS,MATE",2020,133,"Contactless chip module,Fault tree analysis,Process improvement,Six Sigma",cp,5,5
2-s2.0-85088207343,"PHYS,MATE",2020,159,"Benzene,Functionalization,Mesocellular Silica Foam,Sensing Material",cp,1,11
2-s2.0-85088204939,"MEDI,BIOC",2020,182,"Ovarian cancer,platelet distribution width,prognosis",ar,8,32
2-s2.0-85088042425,BIOC,2020,165,"Glucose oxidase,Hexose oxidase,Oligosaccharide oxidase,Pyranose 2-oxidase,Sugar oxidases",ch,5,181
2-s2.0-85088007306,AGRI,2020,235,"land snails,phylogeny,Southeast Asia,Streptaxidae,Stylommatophora,Thailand",ar,10,73
